# return_period = 100000.0
site_id,lon,lat,is_trace,displ_mean
90,13.195000000000023,42.655,0,0.0
91,13.200000000000024,42.655,0,0.0
92,13.205000000000025,42.655,0,0.0
93,13.210000000000026,42.655,0,0.0
94,13.215000000000027,42.655,0,0.0
95,13.220000000000027,42.655,0,0.0
96,13.225000000000028,42.655,0,0.0
97,13.230000000000029,42.655,0,0.0
98,13.23500000000003,42.655,0,0.0
99,13.24000000000003,42.655,0,0.0
100,13.245000000000031,42.655,0,0.0
101,13.250000000000032,42.655,0,0.0
102,13.255000000000033,42.655,0,0.0
103,13.260000000000034,42.655,0,0.0
104,13.265000000000034,42.655,0,0.0
105,13.270000000000035,42.655,0,0.0
106,13.275000000000036,42.655,0,0.0
107,13.280000000000037,42.655,0,0.0
108,13.285000000000037,42.655,0,0.0
109,13.290000000000038,42.655,0,0.0
110,13.295000000000039,42.655,0,0.0
111,13.30000000000004,42.655,0,0.0
112,13.30500000000004,42.655,0,0.0
113,13.310000000000041,42.655,0,0.0
114,13.315000000000042,42.655,0,0.0
115,13.320000000000043,42.655,0,0.0
116,13.325000000000044,42.655,0,0.0
117,13.330000000000044,42.655,0,0.0
118,13.335000000000045,42.655,0,0.0
119,13.340000000000046,42.655,0,0.0
120,13.345000000000047,42.655,0,0.0
121,13.350000000000048,42.655,0,0.0
122,13.05,42.660000000000004,0,0.0
123,13.055000000000001,42.660000000000004,0,0.0
124,13.060000000000002,42.660000000000004,0,0.0
125,13.065000000000003,42.660000000000004,0,0.0
126,13.070000000000004,42.660000000000004,0,0.0
127,13.075000000000005,42.660000000000004,0,0.0
128,13.080000000000005,42.660000000000004,0,0.0
129,13.085000000000006,42.660000000000004,0,0.0
130,13.090000000000007,42.660000000000004,0,0.0
131,13.095000000000008,42.660000000000004,0,0.0
132,13.100000000000009,42.660000000000004,0,0.0
133,13.10500000000001,42.660000000000004,0,0.0
134,13.11000000000001,42.660000000000004,0,0.0007529255566740164
135,13.11500000000001,42.660000000000004,0,0.0033295103504804207
136,13.120000000000012,42.660000000000004,0,0.008881564564644966
137,13.125000000000012,42.660000000000004,0,0.016766108099761673
138,13.130000000000013,42.660000000000004,0,0.027045449944066033
139,13.135000000000014,42.660000000000004,0,0.03943798226771768
140,13.140000000000015,42.660000000000004,0,0.05450808813020634
141,13.145000000000016,42.660000000000004,0,0.07064903614457621
142,13.150000000000016,42.660000000000004,0,0.08615118727981722
143,13.155000000000017,42.660000000000004,0,0.006601854219407874
144,13.160000000000018,42.660000000000004,0,0.007580820114060133
145,13.165000000000019,42.660000000000004,0,0.006618117426176769
146,13.17000000000002,42.660000000000004,0,0.004205008854559006
147,13.17500000000002,42.660000000000004,0,0.001541221599533602
148,13.180000000000021,42.660000000000004,0,0.0
149,13.185000000000022,42.660000000000004,0,0.0
150,13.190000000000023,42.660000000000004,0,0.0
151,13.195000000000023,42.660000000000004,0,0.0
152,13.200000000000024,42.660000000000004,0,0.0
153,13.205000000000025,42.660000000000004,0,0.0
154,13.210000000000026,42.660000000000004,0,0.0
155,13.215000000000027,42.660000000000004,0,0.0
156,13.220000000000027,42.660000000000004,0,0.0
157,13.225000000000028,42.660000000000004,0,0.0
158,13.230000000000029,42.660000000000004,0,0.0
159,13.23500000000003,42.660000000000004,0,0.0
160,13.24000000000003,42.660000000000004,0,0.0
161,13.245000000000031,42.660000000000004,0,0.0
162,13.250000000000032,42.660000000000004,0,0.0
163,13.255000000000033,42.660000000000004,0,0.0
164,13.260000000000034,42.660000000000004,0,0.0
165,13.265000000000034,42.660000000000004,0,0.0
166,13.270000000000035,42.660000000000004,0,0.0
167,13.275000000000036,42.660000000000004,0,0.0
168,13.280000000000037,42.660000000000004,0,0.0
169,13.285000000000037,42.660000000000004,0,0.0
170,13.290000000000038,42.660000000000004,0,0.0
171,13.295000000000039,42.660000000000004,0,0.0
172,13.30000000000004,42.660000000000004,0,0.0
173,13.30500000000004,42.660000000000004,0,0.0
174,13.310000000000041,42.660000000000004,0,0.0
175,13.315000000000042,42.660000000000004,0,0.0
176,13.320000000000043,42.660000000000004,0,0.0
177,13.325000000000044,42.660000000000004,0,0.0
178,13.330000000000044,42.660000000000004,0,0.0
179,13.335000000000045,42.660000000000004,0,0.0
180,13.340000000000046,42.660000000000004,0,0.0
181,13.345000000000047,42.660000000000004,0,0.0
182,13.350000000000048,42.660000000000004,0,0.0
183,13.05,42.665000000000006,0,0.0
184,13.055000000000001,42.665000000000006,0,0.0
185,13.060000000000002,42.665000000000006,0,0.0
186,13.065000000000003,42.665000000000006,0,0.0
187,13.070000000000004,42.665000000000006,0,0.0
188,13.075000000000005,42.665000000000006,0,0.0
189,13.080000000000005,42.665000000000006,0,0.0
190,13.085000000000006,42.665000000000006,0,0.0
191,13.090000000000007,42.665000000000006,0,0.0
192,13.095000000000008,42.665000000000006,0,0.0
193,13.100000000000009,42.665000000000006,0,0.0
194,13.10500000000001,42.665000000000006,0,0.0
195,13.11000000000001,42.665000000000006,0,0.0015733800246086158
196,13.11500000000001,42.665000000000006,0,0.005560252548613535
197,13.120000000000012,42.665000000000006,0,0.012839702887725117
198,13.125000000000012,42.665000000000006,0,0.022331866751913475
199,13.130000000000013,42.665000000000006,0,0.03573123149110068
200,13.135000000000014,42.665000000000006,0,0.05287580817772988
201,13.140000000000015,42.665000000000006,0,0.07391563289386892
202,13.145000000000016,42.665000000000006,0,0.0987227070025767
203,13.150000000000016,42.665000000000006,0,0.1246314397699872
204,13.155000000000017,42.665000000000006,0,0.14930762741338666
205,13.160000000000018,42.665000000000006,0,0.02169309431552827
206,13.165000000000019,42.665000000000006,0,0.018976858402871322
207,13.17000000000002,42.665000000000006,0,0.01316294095707706
208,13.17500000000002,42.665000000000006,0,0.006729646112961896
209,13.180000000000021,42.665000000000006,0,0.0019070465331201378
210,13.185000000000022,42.665000000000006,0,0.0
211,13.190000000000023,42.665000000000006,0,0.0
212,13.195000000000023,42.665000000000006,0,0.0
213,13.200000000000024,42.665000000000006,0,0.0
214,13.205000000000025,42.665000000000006,0,0.0
215,13.210000000000026,42.665000000000006,0,0.0
216,13.215000000000027,42.665000000000006,0,0.0
217,13.220000000000027,42.665000000000006,0,0.0
218,13.225000000000028,42.665000000000006,0,0.0
219,13.230000000000029,42.665000000000006,0,0.0
220,13.23500000000003,42.665000000000006,0,0.0
221,13.24000000000003,42.665000000000006,0,0.0
222,13.245000000000031,42.665000000000006,0,0.0
223,13.250000000000032,42.665000000000006,0,0.0
224,13.255000000000033,42.665000000000006,0,0.0
225,13.260000000000034,42.665000000000006,0,0.0
226,13.265000000000034,42.665000000000006,0,0.0
227,13.270000000000035,42.665000000000006,0,0.0
228,13.275000000000036,42.665000000000006,0,0.0
229,13.280000000000037,42.665000000000006,0,0.0
230,13.285000000000037,42.665000000000006,0,0.0
231,13.290000000000038,42.665000000000006,0,0.0
232,13.295000000000039,42.665000000000006,0,0.0
233,13.30000000000004,42.665000000000006,0,0.0
234,13.30500000000004,42.665000000000006,0,0.0
235,13.310000000000041,42.665000000000006,0,0.0
236,13.315000000000042,42.665000000000006,0,0.0
237,13.320000000000043,42.665000000000006,0,0.0
238,13.325000000000044,42.665000000000006,0,0.0
239,13.330000000000044,42.665000000000006,0,0.0
240,13.335000000000045,42.665000000000006,0,0.0
241,13.340000000000046,42.665000000000006,0,0.0
242,13.345000000000047,42.665000000000006,0,0.0
243,13.350000000000048,42.665000000000006,0,0.0
244,13.05,42.67000000000001,0,0.0
245,13.055000000000001,42.67000000000001,0,0.0
246,13.060000000000002,42.67000000000001,0,0.0
247,13.065000000000003,42.67000000000001,0,0.0
248,13.070000000000004,42.67000000000001,0,0.0
249,13.075000000000005,42.67000000000001,0,0.0
250,13.080000000000005,42.67000000000001,0,0.0
251,13.085000000000006,42.67000000000001,0,0.0
252,13.090000000000007,42.67000000000001,0,0.0
253,13.095000000000008,42.67000000000001,0,0.0
254,13.100000000000009,42.67000000000001,0,0.0
255,13.10500000000001,42.67000000000001,0,0.0001645682389337605
256,13.11000000000001,42.67000000000001,0,0.002132373716416509
257,13.11500000000001,42.67000000000001,0,0.006980275120914812
258,13.120000000000012,42.67000000000001,0,0.01543481423691294
259,13.125000000000012,42.67000000000001,0,0.02647734340217827
260,13.130000000000013,42.67000000000001,0,0.041539780646293434
261,13.135000000000014,42.67000000000001,0,0.061562158540509476
262,13.140000000000015,42.67000000000001,0,0.08779446270615655
263,13.145000000000016,42.67000000000001,0,0.12057432826699681
264,13.150000000000016,42.67000000000001,0,0.1618405480014126
265,13.155000000000017,42.67000000000001,0,0.20612371796832835
266,13.160000000000018,42.67000000000001,0,0.048275711160828634
267,13.165000000000019,42.67000000000001,0,0.03783662215195519
268,13.17000000000002,42.67000000000001,0,0.02292908747440261
269,13.17500000000002,42.67000000000001,0,0.012171691750263454
270,13.180000000000021,42.67000000000001,0,0.009840214028750401
271,13.185000000000022,42.67000000000001,0,0.0019444166550845138
272,13.190000000000023,42.67000000000001,0,0.0
273,13.195000000000023,42.67000000000001,0,0.0
274,13.200000000000024,42.67000000000001,0,0.0
275,13.205000000000025,42.67000000000001,0,0.0
276,13.210000000000026,42.67000000000001,0,0.0
277,13.215000000000027,42.67000000000001,0,0.0
278,13.220000000000027,42.67000000000001,0,0.0
279,13.225000000000028,42.67000000000001,0,0.0
280,13.230000000000029,42.67000000000001,0,0.0
281,13.23500000000003,42.67000000000001,0,0.0
282,13.24000000000003,42.67000000000001,0,0.0
283,13.245000000000031,42.67000000000001,0,0.0
284,13.250000000000032,42.67000000000001,0,0.0
285,13.255000000000033,42.67000000000001,0,0.0
286,13.260000000000034,42.67000000000001,0,0.0
287,13.265000000000034,42.67000000000001,0,0.0
288,13.270000000000035,42.67000000000001,0,0.0
289,13.275000000000036,42.67000000000001,0,0.0
290,13.280000000000037,42.67000000000001,0,0.0
291,13.285000000000037,42.67000000000001,0,0.0
292,13.290000000000038,42.67000000000001,0,0.0
293,13.295000000000039,42.67000000000001,0,0.0
294,13.30000000000004,42.67000000000001,0,0.0
295,13.30500000000004,42.67000000000001,0,0.0
296,13.310000000000041,42.67000000000001,0,0.0
297,13.315000000000042,42.67000000000001,0,0.0
298,13.320000000000043,42.67000000000001,0,0.0
299,13.325000000000044,42.67000000000001,0,0.0
300,13.330000000000044,42.67000000000001,0,0.0
301,13.335000000000045,42.67000000000001,0,0.0
302,13.340000000000046,42.67000000000001,0,0.0
303,13.345000000000047,42.67000000000001,0,0.0
304,13.350000000000048,42.67000000000001,0,0.0
305,13.05,42.67500000000001,0,0.0
306,13.055000000000001,42.67500000000001,0,0.0
307,13.060000000000002,42.67500000000001,0,0.0
308,13.065000000000003,42.67500000000001,0,0.0
309,13.070000000000004,42.67500000000001,0,0.0
310,13.075000000000005,42.67500000000001,0,0.0
311,13.080000000000005,42.67500000000001,0,0.0
312,13.085000000000006,42.67500000000001,0,0.0
313,13.090000000000007,42.67500000000001,0,0.0
314,13.095000000000008,42.67500000000001,0,0.0
315,13.100000000000009,42.67500000000001,0,0.0
316,13.10500000000001,42.67500000000001,0,0.00018637139342728075
317,13.11000000000001,42.67500000000001,0,0.0022355765475508987
318,13.11500000000001,42.67500000000001,0,0.007237083795522911
319,13.120000000000012,42.67500000000001,0,0.01577993949099682
320,13.125000000000012,42.67500000000001,0,0.027209919807101076
321,13.130000000000013,42.67500000000001,0,0.04255823452586278
322,13.135000000000014,42.67500000000001,0,0.06310001285266867
323,13.140000000000015,42.67500000000001,0,0.09029894068393186
324,13.145000000000016,42.67500000000001,0,0.12478511722394184
325,13.150000000000016,42.67500000000001,0,0.16890662549326768
326,13.155000000000017,42.67500000000001,0,0.24415685379806273
327,13.160000000000018,42.67500000000001,0,3.47549787683705
328,13.165000000000019,42.67500000000001,0,0.06386211392123464
329,13.17000000000002,42.67500000000001,0,0.04050971543349639
330,13.17500000000002,42.67500000000001,0,0.024520828467149366
331,13.180000000000021,42.67500000000001,0,0.013799082933124027
332,13.185000000000022,42.67500000000001,0,0.005575508007680314
333,13.190000000000023,42.67500000000001,0,0.0
334,13.195000000000023,42.67500000000001,0,0.0
335,13.200000000000024,42.67500000000001,0,0.0
336,13.205000000000025,42.67500000000001,0,0.0
337,13.210000000000026,42.67500000000001,0,0.0
338,13.215000000000027,42.67500000000001,0,0.0
339,13.220000000000027,42.67500000000001,0,0.0
340,13.225000000000028,42.67500000000001,0,0.0
341,13.230000000000029,42.67500000000001,0,0.0
342,13.23500000000003,42.67500000000001,0,0.0
343,13.24000000000003,42.67500000000001,0,0.0
344,13.245000000000031,42.67500000000001,0,0.0
345,13.250000000000032,42.67500000000001,0,0.0
346,13.255000000000033,42.67500000000001,0,0.0
347,13.260000000000034,42.67500000000001,0,0.0
348,13.265000000000034,42.67500000000001,0,0.0
349,13.270000000000035,42.67500000000001,0,0.0
350,13.275000000000036,42.67500000000001,0,0.0
351,13.280000000000037,42.67500000000001,0,0.0
352,13.285000000000037,42.67500000000001,0,0.0
353,13.290000000000038,42.67500000000001,0,0.0
354,13.295000000000039,42.67500000000001,0,0.0
355,13.30000000000004,42.67500000000001,0,0.0
356,13.30500000000004,42.67500000000001,0,0.0
357,13.310000000000041,42.67500000000001,0,0.0
358,13.315000000000042,42.67500000000001,0,0.0
359,13.320000000000043,42.67500000000001,0,0.0
360,13.325000000000044,42.67500000000001,0,0.0
361,13.330000000000044,42.67500000000001,0,0.0
362,13.335000000000045,42.67500000000001,0,0.0
363,13.340000000000046,42.67500000000001,0,0.0
364,13.345000000000047,42.67500000000001,0,0.0
365,13.350000000000048,42.67500000000001,0,0.0
366,13.05,42.680000000000014,0,0.0
367,13.055000000000001,42.680000000000014,0,0.0
368,13.060000000000002,42.680000000000014,0,0.0
369,13.065000000000003,42.680000000000014,0,0.0
370,13.070000000000004,42.680000000000014,0,0.0
371,13.075000000000005,42.680000000000014,0,0.0
372,13.080000000000005,42.680000000000014,0,0.0
373,13.085000000000006,42.680000000000014,0,0.0
374,13.090000000000007,42.680000000000014,0,0.0
375,13.095000000000008,42.680000000000014,0,0.0
376,13.100000000000009,42.680000000000014,0,0.0
377,13.10500000000001,42.680000000000014,0,0.00010727334302856477
378,13.11000000000001,42.680000000000014,0,0.0018150436624486033
379,13.11500000000001,42.680000000000014,0,0.006180984871746518
380,13.120000000000012,42.680000000000014,0,0.014052964550674311
381,13.125000000000012,42.680000000000014,0,0.024130630226051237
382,13.130000000000013,42.680000000000014,0,0.05117320292105681
383,13.135000000000014,42.680000000000014,0,0.07505276354098991
384,13.140000000000015,42.680000000000014,0,0.1014108059650244
385,13.145000000000016,42.680000000000014,0,0.13382099345853768
386,13.150000000000016,42.680000000000014,0,0.17403160139528645
387,13.155000000000017,42.680000000000014,0,0.22639403803626185
388,13.160000000000018,42.680000000000014,0,0.305903620688683
389,13.165000000000019,42.680000000000014,0,0.11586309920856704
390,13.17000000000002,42.680000000000014,0,0.05045034021926267
391,13.17500000000002,42.680000000000014,0,0.03139680985412471
392,13.180000000000021,42.680000000000014,0,0.017844876619905404
393,13.185000000000022,42.680000000000014,0,0.008678907950177759
394,13.190000000000023,42.680000000000014,0,0.0011902488151582598
395,13.195000000000023,42.680000000000014,0,0.0
396,13.200000000000024,42.680000000000014,0,0.0
397,13.205000000000025,42.680000000000014,0,0.0
398,13.210000000000026,42.680000000000014,0,0.0
399,13.215000000000027,42.680000000000014,0,0.0
400,13.220000000000027,42.680000000000014,0,0.0
401,13.225000000000028,42.680000000000014,0,0.0
402,13.230000000000029,42.680000000000014,0,0.0
403,13.23500000000003,42.680000000000014,0,0.0
404,13.24000000000003,42.680000000000014,0,0.0
405,13.245000000000031,42.680000000000014,0,0.0
406,13.250000000000032,42.680000000000014,0,0.0
407,13.255000000000033,42.680000000000014,0,0.0
408,13.260000000000034,42.680000000000014,0,0.0
409,13.265000000000034,42.680000000000014,0,0.0
410,13.270000000000035,42.680000000000014,0,0.0
411,13.275000000000036,42.680000000000014,0,0.0
412,13.280000000000037,42.680000000000014,0,0.0
413,13.285000000000037,42.680000000000014,0,0.0
414,13.290000000000038,42.680000000000014,0,0.0
415,13.295000000000039,42.680000000000014,0,0.0
416,13.30000000000004,42.680000000000014,0,0.0
417,13.30500000000004,42.680000000000014,0,0.0
418,13.310000000000041,42.680000000000014,0,0.0
419,13.315000000000042,42.680000000000014,0,0.0
420,13.320000000000043,42.680000000000014,0,0.0
421,13.325000000000044,42.680000000000014,0,0.0
422,13.330000000000044,42.680000000000014,0,0.0
423,13.335000000000045,42.680000000000014,0,0.0
424,13.340000000000046,42.680000000000014,0,0.0
425,13.345000000000047,42.680000000000014,0,0.0
426,13.350000000000048,42.680000000000014,0,0.0
427,13.05,42.68500000000002,0,0.0
428,13.055000000000001,42.68500000000002,0,0.0
429,13.060000000000002,42.68500000000002,0,0.0
430,13.065000000000003,42.68500000000002,0,0.0
431,13.070000000000004,42.68500000000002,0,0.0
432,13.075000000000005,42.68500000000002,0,0.0
433,13.080000000000005,42.68500000000002,0,0.0
434,13.085000000000006,42.68500000000002,0,0.0
435,13.090000000000007,42.68500000000002,0,0.0
436,13.095000000000008,42.68500000000002,0,0.0
437,13.100000000000009,42.68500000000002,0,0.0
438,13.10500000000001,42.68500000000002,0,0.0
439,13.11000000000001,42.68500000000002,0,0.006043910380701261
440,13.11500000000001,42.68500000000002,0,0.013939564486339866
441,13.120000000000012,42.68500000000002,0,0.022831819704629674
442,13.125000000000012,42.68500000000002,0,0.0350994797156708
443,13.130000000000013,42.68500000000002,0,0.050630495792598276
444,13.135000000000014,42.68500000000002,0,0.06932046342078976
445,13.140000000000015,42.68500000000002,0,0.09324548375995112
446,13.145000000000016,42.68500000000002,0,0.12261656063409317
447,13.150000000000016,42.68500000000002,0,0.1602949000900943
448,13.155000000000017,42.68500000000002,0,0.20605055730237679
449,13.160000000000018,42.68500000000002,0,0.272909351690076
450,13.165000000000019,42.68500000000002,0,3.5621120754204854
451,13.17000000000002,42.68500000000002,0,0.06068293997748471
452,13.17500000000002,42.68500000000002,0,0.03823895193800344
453,13.180000000000021,42.68500000000002,0,0.02270006387312283
454,13.185000000000022,42.68500000000002,0,0.012374155681062864
455,13.190000000000023,42.68500000000002,0,0.004189509535839973
456,13.195000000000023,42.68500000000002,0,0.0
457,13.200000000000024,42.68500000000002,0,0.0
458,13.205000000000025,42.68500000000002,0,0.0
459,13.210000000000026,42.68500000000002,0,0.0
460,13.215000000000027,42.68500000000002,0,0.0
461,13.220000000000027,42.68500000000002,0,0.0
462,13.225000000000028,42.68500000000002,0,0.0
463,13.230000000000029,42.68500000000002,0,0.0
464,13.23500000000003,42.68500000000002,0,0.0
465,13.24000000000003,42.68500000000002,0,0.0
466,13.245000000000031,42.68500000000002,0,0.0
467,13.250000000000032,42.68500000000002,0,0.0
468,13.255000000000033,42.68500000000002,0,0.0
469,13.260000000000034,42.68500000000002,0,0.0
470,13.265000000000034,42.68500000000002,0,0.0
471,13.270000000000035,42.68500000000002,0,0.0
472,13.275000000000036,42.68500000000002,0,0.0
473,13.280000000000037,42.68500000000002,0,0.0
474,13.285000000000037,42.68500000000002,0,0.0
475,13.290000000000038,42.68500000000002,0,0.0
476,13.295000000000039,42.68500000000002,0,0.0
477,13.30000000000004,42.68500000000002,0,0.0
478,13.30500000000004,42.68500000000002,0,0.0
479,13.310000000000041,42.68500000000002,0,0.0
480,13.315000000000042,42.68500000000002,0,0.0
481,13.320000000000043,42.68500000000002,0,0.0
482,13.325000000000044,42.68500000000002,0,0.0
483,13.330000000000044,42.68500000000002,0,0.0
484,13.335000000000045,42.68500000000002,0,0.0
485,13.340000000000046,42.68500000000002,0,0.0
486,13.345000000000047,42.68500000000002,0,0.0
487,13.350000000000048,42.68500000000002,0,0.0
488,13.05,42.69000000000002,0,0.0
489,13.055000000000001,42.69000000000002,0,0.0
490,13.060000000000002,42.69000000000002,0,0.0
491,13.065000000000003,42.69000000000002,0,0.0
492,13.070000000000004,42.69000000000002,0,0.0
493,13.075000000000005,42.69000000000002,0,0.0
494,13.080000000000005,42.69000000000002,0,0.0
495,13.085000000000006,42.69000000000002,0,0.0
496,13.090000000000007,42.69000000000002,0,0.0
497,13.095000000000008,42.69000000000002,0,0.0
498,13.100000000000009,42.69000000000002,0,0.0
499,13.10500000000001,42.69000000000002,0,0.0
500,13.11000000000001,42.69000000000002,0,0.0029204917413300797
501,13.11500000000001,42.69000000000002,0,0.011260786524235119
502,13.120000000000012,42.69000000000002,0,0.019579356620325276
503,13.125000000000012,42.69000000000002,0,0.031235365246527754
504,13.130000000000013,42.69000000000002,0,0.04489571398146326
505,13.135000000000014,42.69000000000002,0,0.06230740542124898
506,13.140000000000015,42.69000000000002,0,0.08442655572898222
507,13.145000000000016,42.69000000000002,0,0.1115835805686251
508,13.150000000000016,42.69000000000002,0,0.14669281959044692
509,13.155000000000017,42.69000000000002,0,0.18757503853485086
510,13.160000000000018,42.69000000000002,0,0.2446548500727808
511,13.165000000000019,42.69000000000002,0,0.3968019980699408
512,13.17000000000002,42.69000000000002,0,0.0740938256993999
513,13.17500000000002,42.69000000000002,0,0.046987157337773734
514,13.180000000000021,42.69000000000002,0,0.02918905592657694
515,13.185000000000022,42.69000000000002,0,0.01641148579610553
516,13.190000000000023,42.69000000000002,0,0.00730101964803942
517,13.195000000000023,42.69000000000002,0,0.0
518,13.200000000000024,42.69000000000002,0,0.0
519,13.205000000000025,42.69000000000002,0,0.0
520,13.210000000000026,42.69000000000002,0,0.0
521,13.215000000000027,42.69000000000002,0,0.0
522,13.220000000000027,42.69000000000002,0,0.0
523,13.225000000000028,42.69000000000002,0,0.0
524,13.230000000000029,42.69000000000002,0,0.0
525,13.23500000000003,42.69000000000002,0,0.0
526,13.24000000000003,42.69000000000002,0,0.0
527,13.245000000000031,42.69000000000002,0,0.0
528,13.250000000000032,42.69000000000002,0,0.0
529,13.255000000000033,42.69000000000002,0,0.0
530,13.260000000000034,42.69000000000002,0,0.0
531,13.265000000000034,42.69000000000002,0,0.0
532,13.270000000000035,42.69000000000002,0,0.0
533,13.275000000000036,42.69000000000002,0,0.0
534,13.280000000000037,42.69000000000002,0,0.0
535,13.285000000000037,42.69000000000002,0,0.0
536,13.290000000000038,42.69000000000002,0,0.0
537,13.295000000000039,42.69000000000002,0,0.0
538,13.30000000000004,42.69000000000002,0,0.0
539,13.30500000000004,42.69000000000002,0,0.0
540,13.310000000000041,42.69000000000002,0,0.0
541,13.315000000000042,42.69000000000002,0,0.0
542,13.320000000000043,42.69000000000002,0,0.0
543,13.325000000000044,42.69000000000002,0,0.0
544,13.330000000000044,42.69000000000002,0,0.0
545,13.335000000000045,42.69000000000002,0,0.0
546,13.340000000000046,42.69000000000002,0,0.0
547,13.345000000000047,42.69000000000002,0,0.0
548,13.350000000000048,42.69000000000002,0,0.0
549,13.05,42.69500000000002,0,0.0
550,13.055000000000001,42.69500000000002,0,0.0
551,13.060000000000002,42.69500000000002,0,0.0
552,13.065000000000003,42.69500000000002,0,0.0
553,13.070000000000004,42.69500000000002,0,0.0
554,13.075000000000005,42.69500000000002,0,0.0
555,13.080000000000005,42.69500000000002,0,0.0
556,13.085000000000006,42.69500000000002,0,0.0
557,13.090000000000007,42.69500000000002,0,0.0
558,13.095000000000008,42.69500000000002,0,0.0
559,13.100000000000009,42.69500000000002,0,0.0
560,13.10500000000001,42.69500000000002,0,0.0
561,13.11000000000001,42.69500000000002,0,0.0
562,13.11500000000001,42.69500000000002,0,0.008158651591367291
563,13.120000000000012,42.69500000000002,0,0.016501839138006215
564,13.125000000000012,42.69500000000002,0,0.026606396133843243
565,13.130000000000013,42.69500000000002,0,0.03936122421901792
566,13.135000000000014,42.69500000000002,0,0.05572042353379951
567,13.140000000000015,42.69500000000002,0,0.07621948959863485
568,13.145000000000016,42.69500000000002,0,0.10142540856015904
569,13.150000000000016,42.69500000000002,0,0.13241641841291
570,13.155000000000017,42.69500000000002,0,0.17106459672696425
571,13.160000000000018,42.69500000000002,0,0.2205612731547766
